fecha,titulo,autor,co_autores,ano_pub,DOI,revista,edad_45,factores_ee,reporte_rr,reporte_or,envejecimiento_es,cohorte,estudio_ee,accion,comentario
02/09/2021,A Novel Partnership With Low-Income Housing to Support Healthy Aging.,Carter,"Carter, Della Hughes; Faubert, Sarah J.; Henschel, Elizabeth",2021,10.1016/j.nurpra.2021.01.008,Journal for Nurse Practitioners,1,2,2,2,2,2,2,,
02/09/2021,25-OH vitamin D levels and cognitive performance: Longitudinal assessment in a healthy aging cohort,Carvalho,"Carvalho, Andre Couto; Santos, Nadine Correia; Portugal-Nunes, Carlos; Castanho, Teresa Costa; Moreira, Pedro; Costa, Patricio Soares; Sousa, Nuno; Palha, Joana Almeida",2019,10.3389/fnagi.2019.00330,Frontiers in Aging Neuroscience,1,2,2,2,2,1,2,2,
21/09/2021,Late-Life Physical and Cognitive Activities Independently Contribute to Brain and Cognitive Resilience.,Casaletto,"Casaletto, Kaitlin B.; Rentería, Miguel Arce; Pa, Judy; Tom, Sarah E.; Harrati, Amal; Armstrong, Nicole M.; Rajan, K. Bharat; Mungas, Dan; Walters, Samantha; Kramer, Joel; Zahodne, Laura B.",2020,10.3233/JAD-191114,Journal of Alzheimer's disease : JAD,2,2,2,2,2,4,1,,
01/10/2021,Retinal thinning is uniquely associated with medial temporal lobe atrophy in neurologically normal older adults,Casaletto,"Casaletto, Kaitlin B.; Ward, Michael E.; Baker, Nicholas S.; Bettcher, Brianne M.; Gelfand, Jeffrey M.; Li, Yaqiao; Chen, Robert; Dutt, Shubir; Miller, Bruce; Kramer, Joel H.; Green, Ari J.",2017,10.1016/j.neurobiolaging.2016.12.011,Neurobiology of Aging,2,2,2,2,2,4,1,,
04/10/2021,Shifts in Key Time Points and Strategies for a Multisegment Motor Task in Healthy Aging Subjects.,Casteran,"Casteran, Matthieu; Hilt, Pauline M.; Mourey, France; Manckoundia, Patrick; French, Robert; Thomas, Elizabeth",2018,10.1093/gerona/gly066,"The journals of gerontology. Series A, Biological sciences and medical sciences",2,2,2,2,2,4,2,,
07/09/2021,Can maintaining cognitive function at 65 years old predict successful ageing 6 years later? The PROOF study.,Castro-Lionard,"Castro-Lionard, Karine; Thomas-Antérion, Catherine; Crawford-Achour, Emilie; Rouch, Isabelle; Trombert-Paviot, Béatrice; Barthélémy, Jean-Claude; Laurent, Bernard; Roche, Frédéric; Gonthier, Régis",2011,10.1093/ageing/afq174,Age and ageing,1,1,2,2,1,1,2,,
05/10/2021,Successful skeletal aging: a marker of low fracture risk and longevity. The Study of Osteoporotic Fractures (SOF).,Cauley,"Cauley, Jane A.; Lui, Li-Yung; Barnes, Deborah; Ensrud, Kristine E.; Zmuda, Joseph M.; Hillier, Teresa A.; Hochberg, Marc C.; Schwartz, Ann V.; Yaffe, Kristine; Cummings, Steven R.; Newman, Anne B.",2009,10.1359/jbmr.080813,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,2,2,2,2,2,1,2,,
21/09/2021,Longitudinal diffusion changes following postoperative delirium in older people without dementia.,Cavallari,"Cavallari, Michele; Dai, Weiying; Guttmann, Charles R. G.; Meier, Dominik S.; Ngo, Long H.; Hshieh, Tammy T.; Fong, Tamara G.; Schmitt, Eva; Press, Daniel Z.; Travison, Thomas G.; Marcantonio, Edward R.; Jones, Richard N.; Inouye, Sharon K.; Alsop, David C.",2017,10.1212/WNL.0000000000004329,Neurology,1,2,2,2,2,3,1,,
22/09/2021,Neural substrates of vulnerability to postsurgical delirium as revealed by presurgical diffusion MRI.,Cavallari,"Cavallari, Michele; Dai, Weiying; Guttmann, Charles R. G.; Meier, Dominik S.; Ngo, Long H.; Hshieh, Tammy T.; Callahan, Amy E.; Fong, Tamara G.; Schmitt, Eva; Dickerson, Bradford C.; Press, Daniel Z.; Marcantonio, Edward R.; Jones, Richard N.; Inouye, Sharon K.; Alsop, David C.",2016,10.1093/brain/aww010,Brain : a journal of neurology,1,2,2,2,2,4,1,,
21/09/2021,Kidney Function and Disability-Free Survival in Older Women.,Cavanaugh,"Cavanaugh, Alyson M.; LaCroix, Andrea Z.; Kritz-Silverstein, Donna; Rillamas-Sun, Eileen; Rifkin, Dena E.",2017,10.1111/jgs.14433,Journal of the American Geriatrics Society,1,2,2,2,2,1,2,,
20/09/2021,Indicators of healthy food consumption among older adults with diabetes and/or hypertension are similar to healthy older adults: results from a population based study in Southern Brazil.,Cembranel,"Cembranel, Francieli; de Oliveira Bernardo, Carla; Ozcariz, Silvia Gisele Ibarra; González-Chica, David Alejandro; d’Orsi, Eleonora",2018,10.1007/s10389-017-0864-6,Journal of Public Health (09431853),2,2,2,2,2,4,2,,
09/09/2021,Comparisons of neurodegeneration over time between healthy ageing and Alzheimer's disease cohorts via Bayesian inference.,Cespedes,"Cespedes, Marcela I.; Fripp, Jurgen; McGree, James M.; Drovandi, Christopher C.; Mengersen, Kerrie; Doecke, James D.",2017,10.1136/bmjopen-2016-012174,BMJ open,1,2,2,2,2,4,2,,
14/09/2021,Health status and 6 years survival of 552 90+ Italian sib-ships recruited within the EU Project GEHA (GEnetics of Healthy Ageing).,Cevenini,"Cevenini, E.; Cotichini, R.; Stazi, M. A.; Toccaceli, V.; Palmas, M. G.; Capri, M.; De Rango, F.; Dato, S.; Passarino, G.; Jeune, B.; Franceschi, C.",2014,10.1007/s11357-013-9604-1,"Age (Dordrecht, Netherlands)",1,2,2,2,2,2,1,,
21/09/2021,Lifestyle risk factors predict disability and death in healthy aging adults.,Chakravarty,"Chakravarty, Eliza F.; Hubert, Helen B.; Krishnan, Eswar; Bruce, Bonnie B.; Lingala, Vijaya B.; Fries, James F.",2012,10.1016/j.amjmed.2011.08.006,The American journal of medicine,1,2,2,2,2,2,2,,
02/09/2021,Abstract 15230:  Sex and Racial Differences in Normative Reference Ranges and Healthy Aging on Diastolic Function in Ethnic Asians:  2016 Ase Guideline Revisited,Chang,"Chang, Sheng Nan; Sung, Kuo-Tzu; Huang, Wen-Hung; Lin, Jou-Wei; Chien, Shih-Chieh; Hung, Ta-Chuan; Su, Cheng-huang; Tsai, Chia-Ti; Wu, Yen-Wen; Chiang, Fu-Tien; Yeh, Hung-I.; Hwang, Juey-Jen; Hung, Chung-lieh",2020,10.1161/circ.142.suppl_3.15230,Circulation,1,2,2,2,2,4,2,,
24/09/2021,Personality and physician-assessed illness burden in older primary care patients over 4 years.,Chapman,"Chapman, Benjamin P.; Roberts, Brent; Lyness, Jeff; Duberstein, Paul",2013,10.1016/j.jagp.2012.11.013,The American journal of geriatric psychiatry : official journal of the American Association for Geriatric Psychiatry,1,2,2,2,2,1,2,,
20/09/2021,Incidence of mild cognitive impairment and Alzheimer disease in Southern Brazil.,Chaves,"Chaves, Márcia Lorena; Camozzato, Ana Luiza; Godinho, Cláudia; Piazenski, Isabel; Kaye, Jeffrey",2009,10.1177/0891988709332942,Journal of geriatric psychiatry and neurology,1,2,2,2,2,2,2,,
30/09/2021,Predictors of normal and successful aging among urban-dwelling elderly Brazilians.,Chaves,"Chaves, Márcia Lorena; Camozzato, Ana Luiza; Eizirik, Cláudio Laks; Kaye, Jeffrey",2009,10.1093/geronb/gbp059,"The journals of gerontology. Series B, Psychological sciences and social sciences",1,1,2,1,1,5,2,,
14/09/2021,Happy older people live longer.,Chei,"Chei, Choy-Lye; Lee, June May-Ling; Ma, Stefan; Malhotra, Rahul",2018,10.1093/ageing/afy128,Age and ageing,1,2,2,2,2,1,2,,
06/09/2021,"Association between household fuel use and sleep quality in the oldest-old: Evidence from a propensity-score matched case-control study in Hainan, China.",Chen,"Chen, Chen; Liu, Gordon G.; Sun, Yankun; Gu, Danan; Zhang, Hao; Yang, Huazhen; Lu, Lin; Zhao, Yali; Yao, Yao",2020,10.1016/j.envres.2020.110229,Environmental research,1,2,2,2,2,4,2,,
06/09/2021,Association of blood uric acid and cognitive impairment in oldest-old aged 80 years and older in 9 longevity areas of China.,Chen,"Chen, C.; Lyu, Y. B.; Li, C. C.; Cai, J. F.; Zhang, X. C.; Liu, Y. C.; Lu, F.; Zhao, F.; Cao, Z. J.; Shi, X. M.",2021,10.3760/cma.j.cn112150-20200724-01053,Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine],1,2,2,2,2,3,1,,
09/09/2021,Determinants of influenza vaccination in older adults: A nationwide community-based study in Taiwan.,Chen,"Chen, Chang-Hua; Wu, Ming-Shiang; Hsu, Wen-Yu; Chen, Yu-Min; Hsu, Chih-Cheng; Hsiung, Chao A.; Wu, I.-Chien",2017,10.1111/ggi.13088,Geriatrics & Gerontology International,1,2,2,2,2,1,2,,
13/09/2021,Effects of a dietary self-management programme for community-dwelling older adults: a quasi-experimental design.,Chen,"Chen, Su‐Hui; Huang, Yu‐Ping; Shao, Jung‐Hua",2017,10.1111/scs.12375,Scandinavian Journal of Caring Sciences,1,2,2,2,2,4,2,,
13/09/2021,Effects of estimated glomerular filtration rate on all-cause mortality in the elderly aged 65 years and older in 8 longevity areas in China.,Chen,"Chen, Q.; Zhao, F.; Huang, Q. M.; Lyu, Y. B.; Zhong, W. F.; Zhou, J. H.; Li, Z. H.; Qu, Y. L.; Liu, L.; Liu, Y. C.; Wang, J. N.; Cao, Z. J.; Wu, X. B.; Shi, X. M.; Mao, C.",2020,10.3760/cma.j.issn.0254-6450.2020.01.008,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,1,2,2,2,2,3,1,,
14/09/2021,"Erythrocyte omega-3 index, ambient fine particle exposure, and brain aging.",Chen,"Chen, Cheng; Xun, Pengcheng; Kaufman, Joel D.; Hayden, Kathleen M.; Espeland, Mark A.; Whitsel, Eric A.; Serre, Marc L.; Vizuete, William; Orchard, Tonya; Harris, William S.; Wang, Xinhui; Chui, Helena C.; Chen, Jiu-Chiuan; He, Ka",2020,10.1212/WNL.0000000000010074,Neurology,1,2,2,2,2,1,2,,
20/09/2021,Healthy lifestyle and normal waist circumference are associated with a lower 5-year risk of type 2 diabetes in middle-aged and elderly individuals: Results from the  healthy aging longitudinal study in Taiwan (HALST).,Chen,"Chen, Chu-Chih; Liu, Kiang; Hsu, Chih-Chen; Chang, Hsing-Yi; Chung, Hsiao-Chun; Liu, Jih-Shin; Liu, Yo-Hann; Tsai, Tsung-Lung; Liaw, Wen-Jin; Lin, I.-Ching; Wu, Hsi-Wen; Juan, Chung-Chou; Chiu, Hou-Chang; Lee, Marion M.; Hsiung, Chao A.",2017,10.1097/MD.0000000000006025,Medicine,1,2,2,2,2,1,1,,
21/09/2021,Leisure time activities as mediating variables in functional disability progression: An application of parallel latent growth curve modeling.,Chen,"Chen, Ya-Mei; Tu, Yu-Kang; Yu, Hsiao-Wei; Chiu, Tzu-Ying; Chiang, Tung-Liang; Chen, Duan-Rung; Chang, Ray-E.",2018,10.1371/journal.pone.0203757,PloS one,2,2,2,2,2,1,1,,
30/09/2021,Prehypertension in midlife is associated with worse cognition a decade later in middle-aged and older women.,Chen,"Chen, Karren H. M.; Henderson, Victor W.; Stolwyk, Renerus J.; Dennerstein, Lorraine; Szoeke, Cassandra",2015,10.1093/ageing/afv026,Age and ageing,1,2,2,2,2,3,1,,
06/10/2021,Vaccination coverage and associated factors for receipt of the 23-valent pneumococcal polysaccharide vaccine in Taiwan: A nation-wide community-based study.,Chen,"Chen, Chang-Hua; Wu, Ming-Shiang; Wu, I.-Chien",2018,10.1097/MD.0000000000009773,Medicine,1,2,2,2,2,4,1,,
13/09/2021,"Early-life socioeconomic circumstances explain health differences in old age, but not their evolution over time.",Cheval,"Cheval, Boris; Orsholits, Dan; Sieber, Stefan; Stringhini, Silvia; Courvoisier, Delphine; Kliegel, Matthias; Boisgontier, Matthieu P.; Cullati, Stephane",2019,10.1136/jech-2019-212110,Journal of epidemiology and community health,1,2,2,2,2,1,1,,
13/09/2021,Effect of Early- and Adult-Life Socioeconomic Circumstances on Physical Inactivity.,Cheval,"Cheval, Boris; Sieber, Stefan; Guessous, Idris; Orsholits, Dan; Courvoisier, Delphine S.; Kliegel, Matthias; Stringhini, Silvia; Swinnen, Stephan P.; Burton-Jeangros, Claudine; Cullati, Stéphane; Boisgontier, Matthieu P.",2018,10.1249/MSS.0000000000001472,Medicine and science in sports and exercise,1,2,2,2,2,2,1,,
04/10/2021,Social participation reduces depressive symptoms among older adults: an 18-year longitudinal analysis in Taiwan.,Chiao,"Chiao, Chi; Weng, Li-Jen; Botticello, Amanda L.",2011,10.1186/1471-2458-11-292,BMC public health,1,2,2,2,2,1,2,,
22/09/2021,Menopausal hormone therapy is associated with having high blood pressure in postmenopausal women: observational cohort study.,Chiu,"Chiu, Christine L.; Lujic, Sanja; Thornton, Charlene; O'Loughlin, Aiden; Makris, Angela; Hennessy, Annemarie; Lind, Joanne M.",2012,10.1371/journal.pone.0040260,PloS one,1,2,2,2,2,2,1,,
07/09/2021,Cognitive decline in high-functioning older persons is associated with an increased risk of hospitalization.,Chodosh,"Chodosh, Joshua; Seeman, Teresa E.; Keeler, Emmett; Sewall, Ase; Hirsch, Susan H.; Guralnik, Jack M.; Reuben, David B.",2004,10.1111/j.1532-5415.2004.52407.x,Journal of the American Geriatrics Society,1,2,2,2,2,1,1,,
09/09/2021,Depressive symptoms as a predictor of cognitive decline: MacArthur Studies of Successful Aging.,Chodosh,"Chodosh, Joshua; Kado, Deborah M.; Seeman, Teresa E.; Karlamangla, Arun S.",2007,10.1097/01.JGP.0b013e31802c0c63,The American journal of geriatric psychiatry : official journal of the American Association for Geriatric Psychiatry,1,2,2,2,2,2,1,,
30/09/2021,Predicting cognitive impairment in high-functioning community-dwelling older persons: MacArthur Studies of Successful Aging.,Chodosh,"Chodosh, Joshua; Reuben, David B.; Albert, Marilyn S.; Seeman, Teresa E.",2002,10.1046/j.1532-5415.2002.50260.x,Journal of the American Geriatrics Society,1,2,2,2,2,2,1,,
05/10/2021,Successful Ageing in Nonagenarians: Bio-psychosocial Factors Determining Successful Ageing in Long-Lived Older Adults.,Chong,"Chong, Mei Sian; Tan, Cai Ning; Yew, Suzanne; Lim, Jun Pei; Lim, Wee Shiong; Lieu, Ping Kong",2018,10.1016/j.jamda.2017.10.015,Journal of the American Medical Directors Association,1,1,3,3,1,5,2,,
09/09/2021,Diet and Nutrition Risk Affect Mobility and General Health in Osteoarthritis: Data from the Canadian Longitudinal Study on Aging.,Chopp-Hurley,"Chopp-Hurley, Jaclyn N.; Wiebenga, Emily G.; Keller, Heather H.; Maly, Monica R.",2020,10.1093/gerona/glz277,"The journals of gerontology. Series A, Biological sciences and medical sciences",1,2,2,2,2,4,1,,
14/09/2021,"GENETICS: Healthy ageing, the genome and the environment",Christensen,"Christensen, Kaare; McGue, Matt",2016,10.1038/nrendo.2016.79,Nature Reviews Endocrinology,1,2,2,2,2,4,2,,
04/10/2021,"Stressful life events, family support and successful ageing in the Biafran War generation.",Chukwuorji,"Chukwuorji, JohnBosco Chika; Nwoke, Mary Basil; Ebere, Magnus Okechukwu",2017,10.1080/13607863.2015.1083946,Aging & Mental Health,1,1,2,2,1,5,2,3,Inventario de EE
06/10/2021,There Are No Nonresponders to Resistance-Type Exercise Training in Older Men and Women.,Churchward-Venne,"Churchward-Venne, Tyler A.; Tieland, Michael; Verdijk, Lex B.; Leenders, Marika; Dirks, Marlou L.; de Groot, Lisette C. P. G. M.; van Loon, Luc J. C.",2015,10.1016/j.jamda.2015.01.071,Journal of the American Medical Directors Association,1,2,2,2,2,3,2,,Intervenci�n 
02/09/2021,A Longitudinal Analysis of Allostatic Load among a Multi-Ethnic Sample of Midlife Women: Findings from the Study of Women's Health Across the Nation.,Chyu,"Chyu, Laura; Upchurch, Dawn M.",2018,10.1016/j.whi.2017.11.002,Women's health issues : official publication of the Jacobs Institute of Women's Health,2,2,2,2,2,1,2,,
30/09/2021,Regular running in an air-polluted environment: physiological and anthropometric protocol for a prospective cohort study (Healthy Aging in Industrial Environment  Study - Program 4).,Cipryan,"Cipryan, Lukas; Kutac, Petr; Dostal, Tomas; Zimmermann, Matthew; Krajcigr, Miroslav; Jandackova, Vera; Sram, Radim; Jandacka, Daniel; Hofmann, Peter",2020,10.1136/bmjopen-2020-040529,BMJ open,2,2,2,2,2,4,1,,Protocolo
30/09/2021,Reduced Lower Extremity Functioning Is Associated With an Increased Rate of Being a Nondriver: The National Health and Aging Trends Study.,Cisewski,"Cisewski, Jodi A; Durbin, Laura L; Bond, Elizabeth G; Qian, Min; Guralnik, Jack M; Kasper, Judith; Mielenz, Thelma J",2019,10.1093/ptj/pzz037,Physical Therapy,2,2,2,2,2,2,1,,
20/09/2021,Healthy aging around the world: Israel too?,Clarfield,"Clarfield, A. Mark; Rosenberg, Elliot; Brodsky, Jenny; Bentur, Netta",2004,,The Israel Medical Association journal : IMAJ,2,2,2,2,1,4,2,,
02/09/2021,Abstract P324:  Association of Neighborhood Perception and Physical Activity in the Healthy Aging in Neighborhoods of Diversity Across the Lifespan (HANDLS) Study.  Abstract,Claudel,"Claudel, Sophie E.; Shiroma, Eric J.; Harris, Tamara B.; Ahuja, Chaarushi; Zonderman, Alan B.; Evans, Michele K.; Powell-Wiley, Tiffany M.",2018,,Circulation,1,2,2,2,2,5,1,,
22/09/2021,Midlife Cardiorespiratory Fitness and the Long-Term Risk of Mortality: 46 Years of Follow-Up.,Clausen,"Clausen, Johan S. R.; Marott, Jacob L.; Holtermann, Andreas; Gyntelberg, Finn; Jensen, Magnus T.",2018,10.1016/j.jacc.2018.06.045,Journal of the American College of Cardiology,1,2,2,2,2,3,2,,
30/09/2021,Predictors of injurious falls and fear of falling differ: an 11-year longitudinal study of incident events in older people.,Clemson,"Clemson, Lindy; Kendig, Hal; Mackenzie, Lynette; Browning, Colette",2015,10.1177/0898264314546716,Journal of aging and health,1,2,2,2,2,1,1,,
24/09/2021,Outcome among community dwelling older adults with schizophrenia: results using five conceptual models.,Cohen,"Cohen, Carl I.; Pathak, Richa; Ramirez, Paul M.; Vahia, Ipsit",2009,10.1007/s10597-008-9161-8,Community mental health journal,1,2,2,2,1,4,2,,
06/10/2021,"The Newcastle 85+ study: biological, clinical and psychosocial factors associated with healthy ageing: study protocol.",Collerton,"Collerton, Joanna; Barrass, Karen; Bond, John; Eccles, Martin; Jagger, Carol; James, Oliver; Martin-Ruiz, Carmen; Robinson, Louise; von Zglinicki, Thomas; Kirkwood, Tom",2007,10.1186/1471-2318-7-14,BMC geriatrics,1,2,2,2,2,4,2,,Review del proyecto
22/09/2021,Mood and Personality Characteristics are Associated with Metamemory Knowledge Accuracy in a Community-Based Cohort of Older Adults.,Colvin,"Colvin, Leigh E.; Malgaroli, Matteo; Chapman, Silvia; MacKay-Brandt, Anna; Cosentino, Stephanie",2018,10.1017/S1355617717001345,Journal of the International Neuropsychological Society : JINS,1,2,2,2,2,2,2,,
05/10/2021,The 45 and Up Study: a tool for local population health and health service planning to improve integration of healthcare.,Comino,"Comino, Elizabeth J.; Harris, Elizabeth; Page, Jude; McDonald, Julie; Harris, Mark F.",2016,10.17061/phrp2631629,Public health research & practice,2,2,2,2,2,5,1,,
14/09/2021,Factors associated with ADL/IADL disability in community dwelling older adults in the Irish longitudinal study on ageing (TILDA).,Connolly,"Connolly, Deirdre; Garvey, Jess; McKee, Gabrielle",2017,10.3109/09638288.2016.1161848,Disability & Rehabilitation,1,2,2,2,2,4,1,,
07/09/2021,Cognitive-Linguistic Performance and Quality of Life in Healthy Aging.,Constantinidou,"Constantinidou, Fofi; Prokopiou, Juliana; Nikou, Maria; Papacostas, Savvas",2015,10.1159/000440835,Folia phoniatrica et logopaedica : official organ of the International Association of Logopedics and Phoniatrics (IALP),1,2,2,2,2,3,1,,
21/09/2021,Longitudinal Change in Performance on the Montreal Cognitive Assessment in Older Adults.,Cooley,"Cooley, Sarah A.; Heaps, Jodi M.; Bolzenius, Jacob D.; Salminen, Lauren E.; Baker, Laurie M.; Scott, Staci E.; Paul, Robert H.",2015,10.1080/13854046.2015.1087596,The Clinical neuropsychologist,1,2,2,2,2,1,1,,
30/09/2021,Posterior brain white matter abnormalities in older adults with probable mild cognitive impairment.,Cooley,"Cooley, Sarah A.; Cabeen, Ryan P.; Laidlaw, David H.; Conturo, Thomas E.; Lane, Elizabeth M.; Heaps, Jodi M.; Bolzenius, Jacob D.; Baker, Laurie M.; Salminen, Lauren E.; Scott, Staci E.; Paul, Robert H.",2015,10.1080/13803395.2014.985636,Journal of clinical and experimental neuropsychology,2,2,2,2,2,4,1,,
06/10/2021,Transitioning From Successful Aging: A Life Course Approach.,Cooney,"Cooney, Teresa M.; Curl, Angela L.",2019,10.1177/0898264317737892,Journal of aging and health,1,1,3,3,1,1,2,3,
02/09/2021,Age and gender differences in physical capability levels from mid-life onwards: the harmonisation and meta-analysis of data from eight UK cohort studies.,Cooper,"Cooper, Rachel; Hardy, Rebecca; Aihie Sayer, Avan; Ben-Shlomo, Yoav; Birnie, Kate; Cooper, Cyrus; Craig, Leone; Deary, Ian J; Demakakos, Panayotes; Gallacher, John; McNeill, Geraldine; Martin, Richard M; Starr, John M; Steptoe, Andrew; Kuh, Diana; HALCyon study team",2011,10.1371/journal.pone.0027899,PloS one,2,2,2,2,2,4,2,,Meta-analisis
04/10/2021,Strength training is associated with better functional fitness and perceived healthy aging among physically active older adults: a cross-sectional analysis of the Canadian Longitudinal Study on Aging.,Copeland,"Copeland, Jennifer L.; Good, Joshua; Dogra, Shilpa",2019,10.1007/s40520-018-1079-6,Aging Clinical & Experimental Research,1,2,2,2,1,4,1,,
06/09/2021,Association Between Cognitive Test Performance and Subjective Cognitive Decline in a Diverse Cohort of Older Adults: Findings From the KHANDLE Study.,Corlier,"Corlier, Fabian W.; Shaw, Crystal; Hayes-Larson, Eleanor; Mungas, Dan; Tomaszewski Farias, Sarah; Glymour, M. Maria; Whitmer, Rachel A.; Mayeda, Elizabeth R.",2020,10.1097/WAD.0000000000000383,Alzheimer disease and associated disorders,1,2,2,2,2,5,1,,
22/09/2021,MESGI50 study: description of a cohort on Maturity and Satisfactory Ageing.,Corominas,"Corominas Barnadas, Josep María; López-Pousa, Secundino; Vilalta-Franch, Joan; Calvó-Perxas, Laia; Juvinyà Canal, Dolors; Garre-Olmo, Josep",2017,10.1016/j.gaceta.2016.07.017,Gaceta sanitaria,1,2,2,2,2,4,1,,
06/10/2021,Urinary Incontinence Is Associated With Physical Performance Decline in Community-Dwelling Older Women: Results From the International Mobility in Aging Study.,CorrÃªa,"Corrêa, Luana Caroline de Assunção Cortez; Pirkle, Catherine M.; Wu, Yan Yan; Vafaei, Afshin; Curcio, Carmen-Lucia; Câmara, Saionara Maria Aires da",2019,10.1177/0898264318799223,Journal of Aging & Health,1,2,2,2,2,1,1,,
02/09/2021,A Novel Examination of Successful Aging Trajectories at the End of Life.,Cosco,"Cosco, Theodore D.; Stephan, Blossom C. M.; Muniz, Graciela; Brayne, Carol",2016,10.1017/S0714980816000519,Canadian journal on aging = La revue canadienne du vieillissement,1,2,2,2,1,1,2,3,
13/09/2021,Education and Successful Aging Trajectories: A Longitudinal Population-Based Latent Variable Modelling Analysis.,Cosco,"Cosco, Theodore D.; Stephan, Blossom C. M.; Brayne, Carol; Muniz, Graciela",2017,10.1017/S0714980817000344,Canadian journal on aging = La revue canadienne du vieillissement,1,1,3,3,1,5,1,3,Trayectorias 
05/10/2021,Successfully aging predicts successful aging in successful agers: Further definitional issues,Cosco,"Cosco, Theodore D.",2015,10.1017/S1041610214001318,International Psychogeriatrics,2,2,2,2,2,4,2,,Comentario
06/10/2021,"Validation of an a priori, index model of successful aging in a population-based cohort study: the successful aging index.",Cosco,"Cosco, Theodore D.; Stephan, Blossom C. M.; Brayne, Carol",2015,10.1017/S1041610215000708,International psychogeriatrics,1,2,2,2,1,1,1,3,Indice de EE
06/10/2021,The relationship between hearing loss in older adults and depression over 12 years: Findings from the Three-City prospective cohort study.,Cosh,"Cosh, Suzanne; Carriere, Isabelle; Daien, Vincent; Amieva, Helene; Tzourio, Christophe; Delcourt, Cecile; Helmer, Catherine",2018,10.1002/gps.4968,International journal of geriatric psychiatry,1,2,2,2,2,3,2,,
04/10/2021,Sodium intake of special populations in the Healthy Aging in Neighborhoods of Diversity Across the Life Span (HANDLS) study.,Cotugna,"Cotugna, Nancy; Fanelli-Kuczmarski, Marie; Clymer, Julie; Hotchkiss, Lawrence; Zonderman, Alan B.; Evans, Michele K.",2013,10.1016/j.ypmed.2013.06.006,Preventive medicine,2,2,2,2,2,3,1,,
24/09/2021,Older adults' spirituality and life satisfaction: a longitudinal test of social support and sense of coherence as mediating mechanisms.,Cowlishaw,"Cowlishaw, Sean; Niele, Sylvia; Teshuva, Karen; Browning, Colette; Kendig, Hal",2013,10.1017/S0144686X12000633,Ageing & Society,2,2,2,2,2,1,2,,
06/10/2021,The role of working memory and attentional disengagement on inhibitory control: effects of aging and Alzheimer's disease.,Crawford,"Crawford, Trevor J.; Higham, Steve; Mayes, Jenny; Dale, Mark; Shaunak, Sandip; Lekwuwa, Godwin",2013,10.1007/s11357-012-9466-y,"Age (Dordrecht, Netherlands)",2,2,2,2,2,4,2,,
05/10/2021,Successful aging: how to improve its occurrence in the elderly?.,Crawford-Achour,"Crawford-Achour, Émilie; Castro-Lionard, Karine; Tardy, Magali; Trombert-Paviot, Béatrice; Barthélémy, Jean-Claude; Gonthier, Régis",2012,10.1684/pnv.2012.0318,Geriatrie et psychologie neuropsychiatrie du vieillissement,1,2,2,2,1,4,2,,
06/09/2021,Ageing trajectories of health-longitudinal opportunities and synergies (ATHLOS) Healthy Ageing Scale in adults from 16 international cohorts representing 38 countries worldwide,Critselis,"Critselis, Elena; Panaretos, Dimitris; Sanchez-Niubo, Albert; Gine-Vazquez, Iago; Ayuso-Mateos, Jose Luis; Caballero, Francisco Felix; de la Fuente, Javier; Haro, Josep Maria; Panagiotakos, Demosthenes",,10.1136/jech-2020-214496,Journal of Epidemiology,1,2,2,2,1,1,2,3,
04/10/2021,Social integration and pulmonary function in the elderly.,Crittenden,"Crittenden, Crista N.; Pressman, Sarah D.; Cohen, Sheldon; Janicki-Deverts, Denise; Smith, Bruce W.; Seeman, Teresa E.",2014,10.1037/hea0000029,"Health psychology : official journal of the Division of Health Psychology, American Psychological Association",1,2,2,2,2,5,1,,
02/09/2021,Advancing Research on Psychosocial Stress and Aging with the Health and Retirement Study: Looking Back to Launch the Field Forward.,Crosswell,"Crosswell, Alexandra D.; Suresh, Madhuvanthi; Puterman, Eli; Gruenewald, Tara L.; Lee, Jinkook; Epel, Elissa S.",2020,10.1093/geronb/gby106,"The journals of gerontology. Series B, Psychological sciences and social sciences",2,2,2,2,2,4,2,,
14/09/2021,Friendships that money can buy: financial security protects health in retirement by enabling social connectedness.,Cruwys,"Cruwys, Tegan; Haslam, Catherine; Steffens, Niklas K.; Haslam, S. Alexander; Fong, Polly; Lam, Ben C. P.",2019,10.1186/s12877-019-1281-1,BMC geriatrics,2,2,2,2,2,1,2,,
02/09/2021,Adiposity and changes in movement-related behaviors in older adult women in the context of the built environment: a protocol for a prospective cohort study.,Cuberek,"Cuberek, Roman; Pelclová, Jana; Gába, Aleš; Pechová, Jana; Svozilová, Zuzana; Přidalová, Miroslava; Štefelová, Nikola; Hron, Karel",2019,10.1186/s12889-019-7905-8,BMC public health,1,2,2,2,2,3,2,,
14/09/2021,Evaluation of the efficacy of hearing aids in older adults: a multiparametric longitudinal study protocol.,Cuda,"Cuda, Domenico; Ghiselli, Sara; Murri, Alessandra",2021,10.1186/s12877-021-02033-z,BMC geriatrics,1,2,2,2,2,1,2,,
