"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"UA5IGZGW","journalArticle","2016","Shune, S. E.; Moon, J. B.","Effects of age and non-oropharyngeal proprioceptive and exteroceptive sensation on the magnitude of anticipatory mouth opening during eating.","Journal of oral rehabilitation","","1365-2842 0305-182X","10.1111/joor.12419","","To best prevent and treat eating/swallowing problems, it is essential to understand how components of oral physiology contribute to the preservation and/or degradation  of eating/swallowing in healthy ageing. Anticipatory, pre-swallow motor movements  may be critical to safe and efficient eating/swallowing, particularly for older  adults. However, the nature of these responses is relatively unknown. This study  compared the magnitude of anticipatory mouth opening during eating in healthy older  (aged 70-85) and younger (aged 18-30) adults under four eating conditions: typical  self-feeding, typical assisted feeding (being fed by a research assistant resulting  in proprioceptive loss), sensory loss self-feeding (wearing blindfold/headphones  resulting in exteroceptive loss) and sensory loss assisted feeding (proprioceptive  and exteroceptive loss). Older adults opened their mouths wider than younger adults  in anticipation of food intake under both typical and most non-oropharyngeal sensory  loss conditions. Further, the loss of proprioceptive and exteroceptive cues resulted  in decreased anticipatory mouth opening for all participants. Greater mouth opening  in older adults may be a protective compensation, contributing to the preservation  of function associated with healthy ageing. Our finding that the loss of  non-oropharyngeal sensory cues resulted in decreased anticipatory mouth opening  highlights how important proprioception, vision, and hearing are in pre-swallow  behaviour. Age- and disease-related changes in vision, hearing, and the ability to  self-feed may reduce the effectiveness of these pre-swallow strategies.","2016-09","2021-08-16 22:44:53","2021-08-16 22:44:53","","662-669","","9","43","","J Oral Rehabil","","","","","","","","eng","© 2016 John Wiley & Sons Ltd.","","","","","","PMID: 27377757  PMCID: PMC4980237","","","","Aged; Humans; Female; Male; Prospective Studies; Young Adult; Healthy Volunteers; Aging/*physiology; *Movement; aged; deglutition; deglutition disorders; Deglutition/physiology; eating; Eating/*physiology/*psychology; Evoked Potentials/physiology; motor activity; Mouth/*innervation/*physiology; oropharynx; Oropharynx/physiology; Sensory Thresholds","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XPKJ5T95","journalArticle","2016","Vasunilashorn, Sarinnapha M.; Guess, Jamey; Ngo, Long; Fick, Donna; Jones, Richard N.; Schmitt, Eva M.; Kosar, Cyrus M.; Saczynski, Jane S.; Travison, Thomas G.; Inouye, Sharon K.; Marcantonio, Edward R.","Derivation and Validation of a Severity Scoring Method for the 3-Minute Diagnostic Interview for Confusion Assessment Method--Defined Delirium.","Journal of the American Geriatrics Society","","1532-5415 0002-8614","10.1111/jgs.14234","","OBJECTIVES: To derive and validate a method for scoring delirium severity using a recently validated, brief, structured diagnostic interview for Confusion Assessment  Method (CAM)-defined delirium (3D-CAM) and to demonstrate its agreement with the CAM  Severity short form (CAM-S SF) as the reference standard. DESIGN: Derivation and  validation analysis in a prospective cohort study. SETTING: Two academic medical  centers. PARTICIPANTS: Individuals aged 70 and older enrolled in the Successful  Aging after Elective Surgery Study undergoing major elective noncardiac surgery (N =  566). MEASUREMENTS: The sample was randomly divided into a derivation dataset (n =  377) and an independent validation dataset (n = 189). These datasets were used to  develop a severity scoring method using the 3D-CAM based on the four-item CAM-S SF  (3D-CAM-S) and evaluate agreement between the 3D-CAM-S and the traditional CAM-S SF  using weighted kappa statistics. RESULTS: A method for scoring severity using 3D-CAM  items was developed that achieved good agreement with the CAM-S SF in the derivation  dataset (κ = 0.94, 95% confidence interval (CI) = 0.93-0.95). The 3D-CAM-S achieved  nearly identical agreement in the independent validation dataset (κ = 0.93, 95% CI =  0.92-0.95), and 100% of 3D-CAM-S scores were within 1 point of the CAM-S SF score in  both datasets. The 3D-CAM-S also strongly predicts clinical outcomes. CONCLUSION: A  newly developed method for scoring delirium severity using the 3D-CAM (the 3D-CAM-S)  has excellent agreement with the CAM-S SF. This new methodology enables clinicians  and researchers using the 3D-CAM for surveillance to measure delirium severity and  monitor its course simultaneously by tracking changes over time. The 3D-CAM-S  expands the utility of the 3D-CAM as an important tool for delirium recognition and  management.","2016-08","2021-08-16 22:44:53","2021-08-18 22:29:02","","1684-1689","","8","64","","J Am Geriatr Soc","","","","","","","","eng","© 2016, Copyright the Authors Journal compilation © 2016, The American Geriatrics Society.","","","","","","PMID: 27374833  PMCID: PMC4988867","","","","Aged; Humans; Index Medicus; Female; Male; Aged, 80 and over; Cohort Studies; Prospective Studies; Reproducibility of Results; Algorithms; *delirium; Elective Surgical Procedures; delirium; *Confusion Assessment Method; *delirium severity; *Interview, Psychological; Confusion/*classification/*diagnosis; Delirium/*classification/*diagnosis; Postoperative Complications/diagnosis/epidemiology/psychology; Psychometrics/*statistics & numerical data; Symptom Assessment/*methods/psychology/*statistics & numerical data; Postoperative Complications -- epidemiology; Confusion -- classification; Confusion -- diagnosis; Confusion Assessment Method; Delirium -- classification; Delirium -- diagnosis; delirium severity; Interview, Psychological; Postoperative Complications -- diagnosis; Postoperative Complications -- psychology; Psychometrics -- statistics & numerical data; Symptom Assessment -- methods; Symptom Assessment -- psychology; Symptom Assessment -- statistics & numerical data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2KW5GNM9","journalArticle","2016","Shi, Wen Hui; Zhang, Hong Yan; Zhang, Juan; Lyu, Yue Bin; Brasher, Melanie Sereny; Yin, Zhao Xue; Luo, Jie Si; Hu, Dong Sheng; Fen, Lei; Shi, Xiao Ming","The Status and Associated Factors of Successful Aging among Older Adults Residing in Longevity Areas in China.","Biomedical and environmental sciences : BES","","0895-3988","10.3967/bes2016.045","","OBJECTIVE: This study aims to assess the status of successful aging (SA) in longevity areas in China and explore multiple factors associated with SA among the  young-old and oldest-old. METHODS: A total of 2296 elderly people aged 65 and older  were interviewed in the longevity areas sub-sample of the Chinese Longitudinal  Healthy Longevity Survey (CLHLS) in 2012. Baseline assessments included a  researcher-administered questionnaire, physical examination, and laboratory testing.  A logistic regression model was used to identify factors associated with SA.  RESULTS: The prevalence of SA was 38.81% in the CLHLS in 2012. There were  significant differences between ages groups, with SA compromising 56.85% among ⋝65  years group and 20.31% among ⋝100 years group (χ2trend=126.73, P<0.01). The  prevalence of SA among females was 33.59%, which was significantly lower than that  among males (45.58%) (χ2gender=33.65, P<0.05). In the regression analysis, having  anemia (OR=0.744, 95% CI: 0.609-0.910), poor lifestyle (OR=0.697, 95% CI:  0.568-0.854), poor sleep quality (OR=0.558, 95% CI: 0.456-0.682), and central  obesity (OR=0.684, 95% CI: 0.556-0.841) were the main factors associated with SA.  The promoting SA rate decreased as age increased, and the group of 65-79 years had  higher odds than the other age group. CONCLUSION: Preventing central obesity,  improving sleep quality and promoting healthy lifestyle may contribute to achieve SA  among the elderly.","2016-05","2021-08-16 22:44:53","2021-08-16 22:44:53","","347-355","","5","29","","Biomed Environ Sci","","","","","","","","eng","Copyright © 2016 The Editorial Board of Biomedical and Environmental Sciences. Published by China CDC. All rights reserved.","","","","","","Place: China PMID: 27353709","","","","Aged; Humans; Risk Factors; Female; Male; Aged, 80 and over; Longitudinal Studies; Prevalence; Logistic Models; *Aging; China/epidemiology; Older adults; *Life Style; Successful aging; Anemia/*epidemiology/etiology; Associated factors; Evaluation; Obesity/*epidemiology/etiology; Sleep Wake Disorders/*epidemiology/etiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G766NQP7","journalArticle","2016","Knight, Michael J.; McCann, Bryony; Tsivos, Demitra; Couthard, Elizabeth; Kauppinen, Risto A.","Quantitative T(1) and T(2) MRI signal characteristics in the human brain: different patterns of MR contrasts in normal ageing.","Magma (New York, N.Y.)","","1352-8661 0968-5243","10.1007/s10334-016-0573-0","","OBJECTIVE: The objective of this study was to examine age-dependent changes in both T(1)-weighted and T(2)-weighted image contrasts and spin-echo T(2) relaxation time  in the human brain during healthy ageing. METHODS: A total of 37 participants  between the ages of 49 and 87 years old were scanned with a 3 Tesla system, using  T(1)-weighted, T(2) weighted and quantitative spin-echo T(2) imaging. Contrast  between image intensities and T(2) values was calculated for various regions,  including between individual hippocampal subfields. RESULTS: The T(1)  contrast-to-noise (CNR) and gray:white signal intensity ratio (GWR) did not change  in the hippocampus, but it declined in the cingulate cortex with age. In contrast,  T(2) CNR and GWR declined in both brain regions. T(2) relaxation time was almost  constant in gray matter and most (but not all) hippocampal subfields, but increased  substantially in white matter, pointing to an age effect on water relaxation in  white matter. CONCLUSIONS: Changes in T(1) and T(2) MR characteristics influence the  appearance of brain images in later life and should be considered in image analyses  of aged subjects. It is speculated that alterations at the cell biology level, with  concomitant alterations to the local magnetic environment, reduce dephasing and  subsequently prolong spin-echo T(2) through reduced diffusion effects in later life.","2016-12","2021-08-16 22:44:53","2021-08-16 22:44:53","","833-842","","6","29","","MAGMA","","","","","","","","eng","","","","","","","PMID: 27333937  PMCID: PMC5124042","","","","Aged; Humans; Middle Aged; Female; Male; Adult; Aged, 80 and over; Cohort Studies; *Aging; Brain; White Matter/diagnostic imaging; *Magnetic Resonance Imaging; Brain/*diagnostic imaging; White matter; *Image Processing, Computer-Assisted; Contrast Media; Contrast-to-noise ratio; Dephasing; Gray matter; Hippocampus/diagnostic imaging; Signal-To-Noise Ratio; T2 relaxation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E8I5C7WT","journalArticle","2016","Racine, Annie M.; Koscik, Rebecca L.; Berman, Sara E.; Nicholas, Christopher R.; Clark, Lindsay R.; Okonkwo, Ozioma C.; Rowley, Howard A.; Asthana, Sanjay; Bendlin, Barbara B.; Blennow, Kaj; Zetterberg, Henrik; Gleason, Carey E.; Carlsson, Cynthia M.; Johnson, Sterling C.","Biomarker clusters are differentially associated with longitudinal cognitive decline in late midlife.","Brain : a journal of neurology","","1460-2156 0006-8950","10.1093/brain/aww142","","The ability to detect preclinical Alzheimer's disease is of great importance, as this stage of the Alzheimer's continuum is believed to provide a key window for  intervention and prevention. As Alzheimer's disease is characterized by multiple  pathological changes, a biomarker panel reflecting co-occurring pathology will  likely be most useful for early detection. Towards this end, 175 late middle-aged  participants (mean age 55.9 ± 5.7 years at first cognitive assessment, 70% female)  were recruited from two longitudinally followed cohorts to undergo magnetic  resonance imaging and lumbar puncture. Cluster analysis was used to group  individuals based on biomarkers of amyloid pathology (cerebrospinal fluid  amyloid-β42/amyloid-β40 assay levels), magnetic resonance imaging-derived measures  of neurodegeneration/atrophy (cerebrospinal fluid-to-brain volume ratio, and  hippocampal volume), neurofibrillary tangles (cerebrospinal fluid phosphorylated  tau181 assay levels), and a brain-based marker of vascular risk (total white matter  hyperintensity lesion volume). Four biomarker clusters emerged consistent with  preclinical features of (i) Alzheimer's disease; (ii) mixed Alzheimer's disease and  vascular aetiology; (iii) suspected non-Alzheimer's disease aetiology; and (iv)  healthy ageing. Cognitive decline was then analysed between clusters using  longitudinal assessments of episodic memory, semantic memory, executive function,  and global cognitive function with linear mixed effects modelling. Cluster 1  exhibited a higher intercept and greater rates of decline on tests of episodic  memory. Cluster 2 had a lower intercept on a test of semantic memory and both  Cluster 2 and Cluster 3 had steeper rates of decline on a test of global cognition.  Additional analyses on Cluster 3, which had the smallest hippocampal volume, suggest  that its biomarker profile is more likely due to hippocampal vulnerability and not  to detectable specific volume loss exceeding the rate of normal ageing. Our results  demonstrate that pathology, as indicated by biomarkers, in a preclinical timeframe  is related to patterns of longitudinal cognitive decline. Such biomarker patterns  may be useful for identifying at-risk populations to recruit for clinical trials.","2016-08","2021-08-16 22:44:53","2021-08-18 19:56:52","","2261-2274","","Pt 8","139","","Brain","","","","","","","","eng","© The Author (2016). Published by Oxford University Press on behalf of the Guarantors of Brain. All rights reserved. For Permissions, please email:  journals.permissions@oup.com.","","","","","","PMID: 27324877  PMCID: PMC4958904","","","","Aged; Humans; Middle Aged; Female; Male; Cluster Analysis; Aging; Longitudinal Studies; Prospective Studies; Magnetic Resonance Imaging; Biomarkers; Funding Source; Human; Brain; *longitudinal; Amyloid beta-Peptides/*cerebrospinal fluid; Atrophy/pathology; Peptide Fragments/cerebrospinal fluid; White Matter/*diagnostic imaging; Hippocampus/*diagnostic imaging; *Aging/cerebrospinal fluid/pathology; *Alzheimer Disease/cerebrospinal fluid/diagnostic imaging/physiopathology; *cerebrospinal fluid; *cluster analysis; *Cognitive Dysfunction/cerebrospinal fluid/diagnostic imaging/physiopathology; *neuroimaging; *preclinical Alzheimer’s disease; Middle Age; Atrophy -- Pathology; Alzheimer's Disease; Alzheimer's Disease -- Cerebrospinal Fluid; Peptides -- Cerebrospinal Fluid; Alzheimer's Disease -- Physiopathology; Hippocampus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EDZ48XKA","journalArticle","2016","Leigh, L.; Byles, J. E.; Jagger, C.","BMI and healthy life expectancy in old and very old women.","The British journal of nutrition","","1475-2662 0007-1145","10.1017/S0007114516002403","","There is conflicting evidence for the effect of BMI on mortality at older ages, and little information on its effect on healthy life expectancy (HLE). Longitudinal data  were from the 1921-1926 cohort of the Australian Longitudinal Study on Women's  Health (n 11 119), over 18 years of follow-up. Self-rated health status was measured  at each survey, and BMI was measured at baseline. Multi-state models were fitted to  estimate the effect of BMI on total life expectancy (TLE) and HLE. Compared with  women of normal weight, overweight women at the age of 75 years had similar TLE but  fewer years healthy (-0·79; 95 % CI -1·21, -0·37) and more years unhealthy (0·99; 95  % CI 0·56, 1·42). Obese women at the age of 75 years lived fewer years in total than  normal-weight women (-1·09; 95 % CI -1·77, -0·41), and had more unhealthy years  (1·46; 95 % CI 0·97, 1·95 years). Underweight women had the lowest TLE and the  fewest years of healthy life. Women should aim to enter old age at a normal weight  and in good health, as the slight benefit on mortality of being overweight is offset  by spending fewer years healthy. All outcomes were better for those who began in  good health. The relationship between weight and HLE has important implications for  nutrition for older people, particularly maintenance of lean body mass and  prevention of obesity. The benefit of weight loss in obese older women remains  unclear, but we support the recommendation that weight-loss advice be  individualised, as any benefits may not outweigh the risks in healthy obese older  adults.","2016-08","2021-08-16 22:44:53","2021-08-16 22:44:53","","692-699","","4","116","","Br J Nutr","","","","","","","","eng","","","","","","","Place: England PMID: 27307012","","","","Aged; Humans; Female; Aged, 80 and over; Follow-Up Studies; Geriatric Assessment; Surveys and Questionnaires; Longitudinal Studies; Australia; *Healthy ageing; *Mortality; *Health Status; *Body Mass Index; *Life Expectancy; *BMI; *HLE healthy life expectancy; *Older persons; *TLE total life expectancy; *UHLE unhealthy life expectancy; Overweight/*mortality; Thinness/*mortality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANNXACN4","journalArticle","2016","Assmann, Karen E.; Andreeva, Valentina A.; Camilleri, Géraldine M.; Verger, Eric O.; Jeandel, Claude; Hercberg, Serge; Galan, Pilar; Kesse-Guyot, Emmanuelle","Dietary scores at midlife and healthy ageing in a French prospective cohort.","The British journal of nutrition","","1475-2662 0007-1145","10.1017/S0007114516002233","","Although nutrition has been advocated as a major determinant of healthy ageing (HA), studies investigating the link between dietary quality and HA are scarce. We investigated the association between adherence to French food-based and nutrient-based guidelines at midlife, as assessed by three dietary scores, and HA. HA was assessed in 2007–2009, among 2329 participants of the SUpplémentation en Vitamines et Minéraux AntioXydants study aged 45–60 years at baseline (1994–1995) and initially free of diabetes, CVD and cancer. HA was defined as not developing any major chronic disease, good physical and cognitive functioning, no limitations in instrumental activities of daily living, no depressive symptoms, no health-related limitations in social life, good overall self-perceived health and no function-limiting pain. Data from repeated 24-h dietary records provided at baseline permitted the computation of the modified French Programme National Nutrition Santé-Guideline Score (mPNNS-GS), the Probability of Adequate Nutrient Intake Dietary Score (PANDiet) and the Diet Quality Index-International (DQI-I). Associations of these scores with HA were assessed by logistic regression. In 2007–2009, 42 % of men and 36 % of women met our criteria of HA. After adjustment for potential confounders, higher scores of the mPNNS-GS (ORquartile 4 v. quartile 1 1·44; 95 % CI 1·10, 1·87; Ptrend=0·006) and the PANDiet (1·28; 95 % CI 1·00, 1·64; Ptrend=0·03) were associated with higher odds of HA. We observed no association between DQI-I and HA. In conclusion, this study suggests a beneficial long-term role of high adherence to both food-based and nutrient-based French dietary guidelines for a HA process.","2016-08","2021-08-16 22:44:53","2021-08-18 22:44:22","","666-676","","4","116","","Br J Nutr","","","","","","","","eng","","","","","","","Place: England PMID: 27301412","","","","Humans; Middle Aged; Female; Male; Aging; Diet; Diet Records; France; Nutritional Status; Time Factors; Prospective Studies; Nutritional Requirements; Human; *Healthy ageing; Nutrition Policy; *Health Behavior; Aging/*physiology; Diet Surveys; *Feeding Behavior; *Dietary scores; *DQI-I Diet Quality Index-International; *HA healthy ageing; *Midlife exposures; *mPNNS-GS modified Programme National Nutrition Santé-Guideline Score; *Nutritional recommendations; *PANDiet Probability of Adequate Nutrient Intake Dietary Score; *PNNS-GS Programme National Nutrition Santé-Guideline Score; *SU.VI.MAX SUpplémentation en Vitamines et Minéraux AntioXydants; Diet/*methods/standards; Middle Age","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EAMXNMBH","journalArticle","2016","Perna, Laura; Zhang, Yan; Mons, Ute; Holleczek, Bernd; Saum, Kai-Uwe; Brenner, Hermann","Epigenetic age acceleration predicts cancer, cardiovascular, and all-cause mortality in a German case cohort.","Clinical epigenetics","","1868-7083 1868-7075","10.1186/s13148-016-0228-z","","BACKGROUND: Previous studies have developed models predicting methylation age from DNA methylation in blood and other tissues (epigenetic clock) and suggested the  difference between DNA methylation and chronological ages as a marker of healthy  aging. The goal of this study was to confirm and expand such observations by  investigating whether different concepts of the epigenetic clocks in a  population-based cohort are associated with cancer, cardiovascular, and all-cause  mortality. RESULTS: DNA methylation age was estimated in a cohort of 1863 older  people, and the difference between age predicted by DNA methylation and  chronological age (Δage) was calculated. A case-cohort design and weighted  proportional Cox hazard models were used to estimate associations of Δage with  cancer, cardiovascular, and all-cause mortality. Hazard ratios for Δage (per 5  years) calculated using the epigenetic clock developed by Horvath were 1.23 (95 % CI  1.10-1.38) for all-cause mortality, 1.22 (95 % CI 1.03-1.45) for cancer mortality,  and 1.19 (95 % CI 0.98-1.43) for cardiovascular mortality after adjustment for batch  effects, age, sex, educational level, history of chronic diseases, hypertension,  smoking status, body mass index, and leucocyte distribution. Associations were  similar but weaker for Δage calculated using the epigenetic clock developed by  Hannum. CONCLUSIONS: These results show that age acceleration in terms of the  difference between age predicted by DNA methylation and chronological age is an  independent predictor of all-cause and cause-specific mortality and may be useful as  a general marker of healthy aging.","2016","2021-08-16 22:44:53","2021-08-18 22:53:36","","64","","","8","","Clin Epigenetics","","","","","","","","eng","","","","","","","PMID: 27274774  PMCID: PMC4891876","","","","Aged; Humans; Index Medicus; Middle Aged; Risk Factors; Female; Male; Cohort Studies; Aging -- genetics; Cardiovascular Diseases -- genetics; Mortality; Leukocyte Count; Proportional Hazards Models; Cause of Death; Mortality risk; *Epigenesis, Genetic; Aging/*genetics; Epigenetic clock; Blood/metabolism; Cardiovascular Diseases/*genetics; DNA methylation age; Epigenetic age acceleration; Neoplasms/*genetics; Epigenesis, Genetic; Blood -- metabolism; Neoplasms -- genetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AL8QJZC4","journalArticle","2016","Newman, Anne B.; Sanders, Jason L.; Kizer, Jorge R.; Boudreau, Robert M.; Odden, Michelle C.; Zeki Al Hazzouri, Adina; Arnold, Alice M.","Trajectories of function and biomarkers with age: the CHS All Stars Study.","International journal of epidemiology","","1464-3685 0300-5771","10.1093/ije/dyw092","","Background: Multimorbidity is a major driver of physical and cognitive impairment, but rates of decline are also related to ageing. We sought to determine trajectories of decline in a large cohort by disease status, and examined their correspondence with biomarkers of ageing processes including growth hormone, sex steroid, inflammation, visceral adiposity and kidney function pathways.Methods: We have followed the 5888 participants in the Cardiovascular Health Study (CHS) for healthy ageing and longevity since 1989-90. Gait speed, grip strength, modified mini-mental status examination (3MSE) and the digit symbol substitution test (DSST) were assessed annually to 1998-99 and again in 2005-06. Insulin-like growth hormone (IGF-1), dehydroepiandrosterone sulphate (DHEAS), interleukin-6 (IL-6), adiponectin and cystatin-C were assessed 3-5 times from stored samples. Health status was updated annually and dichotomized as healthy vs not healthy. Trajectories for each function measure and biomarker were estimated using generalized estimating equations as a function of age and health status using standardized values.Results: Trajectories of functional decline showed strong age acceleration late in life in healthy older men and women as well as in chronically ill older adults. Adiponectin, IL-6 and cystatin-C tracked with functional decline in all domains; cystatin-C was consistently associated with functional declines independent of other biomarkers. DHEAS was independently associated with grip strength and IL-6 with grip strength and gait speed trajectories.Conclusions: Functional decline in late life appears to mark a fundamental ageing process in that it occurred and was accelerated in late life regardless of health status. Cystatin C was most consistently associated with these functional declines.","2016-08","2021-08-16 22:44:53","2021-08-18 23:25:18","","1135-1145","","4","45","","Int J Epidemiol","","","","","","","","eng","© The Author 2016; all rights reserved. Published by Oxford University Press on behalf of the International Epidemiological Association.","","","","","","PMID: 27272182  PMCID: PMC5841627","","","","Aged; Humans; Index Medicus; Cognition; Female; Male; Aging; Health Status; Cohort Studies; Neuropsychological Tests; United States; Prospective Studies; Activities of Daily Living; Aging -- blood; Biomarkers; Biomarkers -- blood; Psychological Tests; Interleukin-6; Interleukin-6 -- blood; Funding Source; Human; *Cognition; *disability; *Ageing; Ageing; Biomarkers/blood; *biomarkers; *grip strength; Hand Strength; *cognitive function; *Hand Strength; biomarkers; Interleukin-6/blood; cognitive function; *Gait; Cystatin C/*blood; Aging/*blood; disability; Gait; *gait speed; Adiponectin/blood; Somatomedins/analysis; Cystatin C; Adiponectin; Adiponectin -- blood; Cystatin C -- blood; gait speed; grip strength; IL6 protein, human; Somatomedins; Somatomedins -- analysis; Interleukins -- Blood; Grip Strength; Proteins -- Blood; Adiponectin -- Blood; Somatomedins -- Analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W8GGEMQW","journalArticle","2016","Gagnon, Sylvain; Marshall, Shawn; Kadulina, Yara; Stinchcombe, Arne; Bédard, Michel; Gélinas, Isabelle; Man-Son-Hing, Malcolm; Mazer, Barbara; Naglie, Gary; Porter, Michelle M.; Rapoport, Mark; Tuokko, Holly; Vrkljan, Brenda","CIHR Candrive Cohort Comparison with Canadian Household Population Holding Valid Driver's Licenses.","Canadian journal on aging = La revue canadienne du vieillissement","","1710-1107 0714-9808","10.1017/S0714980816000052","","We investigated whether convenience sampling is a suitable method to generate a sample of older drivers representative of the older-Canadian driver population.  Using equivalence testing, we compared a large convenience sample of older drivers  (Candrive II prospective cohort study) to a similarly aged population of older  Canadian drivers. The Candrive sample consists of 928 community-dwelling older  drivers from seven metropolitan areas of Canada. The population data was obtained  from the Canadian Community Health Survey - Healthy Aging (CCHS-HA), which is a  representative sample of older Canadians. The data for drivers aged 70 and older  were extracted from the CCHS-HA database, for a total of 3,899 older Canadian  drivers. Two samples were demonstrated as equivalent on socio-demographic, health,  and driving variables that we compared, but not on driving frequency. We conclude  that convenience sampling used in the Candrive study created a fairly representative  sample of Canadian older drivers, with a few exceptions.","2016-06","2021-08-16 22:44:53","2021-08-18 20:04:04","","99-109","","","35 Suppl 1","","Can J Aging","","","","","","","","eng","","","","","","","Place: Canada PMID: 27256820","","","","Aged; Humans; Index Medicus; Female; Male; Aged, 80 and over; Health Status; Cohort Studies; Longitudinal Studies; aging; Self Report; *aging; Canada; Family Characteristics; *conducteurs âgés; *convenience sample; *échantillonage de commodité; *equivalence testing; *older drivers; *test d’équivalence; *validité; *validity; *vieillissment; Automobile Driving/*statistics & numerical data; Licensure/statistics & numerical data; Research Design/*standards; Sample Size; Automobile Driving -- statistics & numerical data; conducteurs âgés; convenience sample; échantillonage de commodité; equivalence testing; Licensure -- statistics & numerical data; older drivers; Research Design -- standards; test d’équivalence; validité; validity; vieillissment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YYA9885J","journalArticle","2016","Gopinath, Bamini; Flood, Victoria M.; Kifley, Annette; Louie, Jimmy C. Y.; Mitchell, Paul","Association Between Carbohydrate Nutrition and Successful Aging Over 10 Years.","The journals of gerontology. Series A, Biological sciences and medical sciences","","1758-535X 1079-5006","10.1093/gerona/glw091","","Background: We prospectively examined the relationship between dietary glycemic index (GI) and glycemic load (GL), carbohydrate, sugars, and fiber intake (including fruits, vegetable of breads/cereals fiber) with successful aging (determined through a multidomain approach).Methods: A total of 1,609 adults aged 49 years and older who were free of cancer, coronary artery disease, and stroke at baseline were followed for 10 years. Dietary data were collected using a semiquantitative Food Frequency Questionnaire. Successful aging status was determined through interviewer-administered questionnaire at each visit and was defined as the absence of disability, depressive symptoms, cognitive impairment, respiratory symptoms, and chronic diseases (eg, cancer and coronary artery disease).Results: In all, 249 (15.5%) participants had aged successfully 10 years later. Dietary GI, GL, and carbohydrate intake were not significantly associated with successful aging. However, participants in the highest versus lowest (reference group) quartile of total fiber intake had greater odds of aging successfully than suboptimal aging, multivariable-adjusted odds ratio (OR), 1.79 (95% confidence interval [CI] 1.13-2.84). Those who remained consistently below the median in consumption of fiber from breads/cereal and fruit compared with the rest of cohort were less likely to age successfully, OR 0.53 (95% CI 0.34-0.84) and OR 0.64 (95% CI 0.44-0.95), respectively.Conclusions: Consumption of dietary fiber from breads/cereals and fruits independently influenced the likelihood of aging successfully over 10 years. These findings suggest that increasing intake of fiber-rich foods could be a successful strategy in reaching old age disease free and fully functional.","2016-10","2021-08-16 22:44:53","2021-08-18 19:39:20","","1335-1340","","10","71","","J Gerontol A Biol Sci Med Sci","","","","","","","","eng","© The Author 2016. Published by Oxford University Press on behalf of The Gerontological Society of America. All rights reserved. For permissions, please  e-mail: journals.permissions@oup.com.","","","","","","Place: United States PMID: 27252308","","","","Aged; Humans; Middle Aged; Female; Male; Prospective Studies; Aging -- Physiology; *Successful aging; New South Wales/epidemiology; Blue Mountains Eye Study; Aging/*physiology; Successful aging; Mortality/trends; New South Wales; *Blue Mountains Eye Study; *Carbohydrate; *Fiber; *Glycemic index; Dietary Carbohydrates/*administration & dosage; Glycemic Index; Questionnaires; Middle Age; Dietary Carbohydrates -- Administration and Dosage; Mortality -- Trends; Carbohydrate; Fiber; Glycemic index","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
